participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,music_experience
80919,1.0154544999968493,1,6,non_critical,41,expected_syntactic,in_key,0
80919,0.7111817999975756,1,12,non_critical,41,expected_syntactic,in_key,0
80919,0.7956056999973953,1,14,non_critical,41,expected_syntactic,in_key,0
80919,1.0915041999978712,1,14,non_critical,41,expected_syntactic,in_key,0
80919,0.7222615999926347,1,15,pre_critical,41,expected_syntactic,in_key,0
80919,0.6935573999944609,1,5,critical,41,expected_syntactic,in_key,0
80919,0.951063400003477,1,8,post_critical,41,expected_syntactic,in_key,0
80919,0.8617672999971546,1,11,non_critical,41,expected_syntactic,in_key,0
80919,1.3910341000009794,1,13,non_critical,41,expected_syntactic,in_key,0
80919,0.5957734999974491,1,9,post_critical,14,filler,in_key,0
80919,0.5001266000035685,1,9,non_critical,14,filler,in_key,0
80919,0.7669041000044672,1,16,non_critical,14,filler,in_key,0
80919,0.7180808000121033,1,8,non_critical,14,filler,in_key,0
80919,0.6077266999927815,1,11,non_critical,14,filler,in_key,0
80919,1.707401600011508,1,18,non_critical,14,filler,in_key,0
80919,0.6144612000061898,1,7,non_critical,48,unexpected_syntactic,in_key,0
80919,0.6016348999983165,1,14,non_critical,48,unexpected_syntactic,in_key,0
80919,0.5305760000046575,1,15,non_critical,48,unexpected_syntactic,in_key,0
80919,0.9281569999875501,1,19,non_critical,48,unexpected_syntactic,in_key,0
80919,0.7602044999948703,1,10,non_critical,48,unexpected_syntactic,in_key,0
80919,1.0932050999981584,1,14,non_critical,48,unexpected_syntactic,in_key,0
80919,1.1237183999910485,1,26,pre_critical,48,unexpected_syntactic,in_key,0
80919,0.9643567000020994,1,5,critical,48,unexpected_syntactic,in_key,0
80919,0.9180349000089336,1,13,post_critical,48,unexpected_syntactic,in_key,0
80919,1.0030853999924148,1,20,non_critical,48,unexpected_syntactic,in_key,0
80919,0.7361288000101922,1,12,post_critical,19,filler,in_key,0
80919,0.5685779000050388,1,5,non_critical,19,filler,in_key,0
80919,0.5898213999898871,1,9,non_critical,19,filler,in_key,0
80919,0.49456890000146814,1,6,non_critical,19,filler,in_key,0
80919,0.5775872999947751,1,10,non_critical,19,filler,in_key,0
80919,0.6188806999998633,1,5,non_critical,19,filler,in_key,0
80919,0.921003199997358,1,17,non_critical,19,filler,in_key,0
80919,0.45449329999974,1,11,non_critical,44,unexpected_syntactic,in_key,0
80919,0.459281599993119,1,13,non_critical,44,unexpected_syntactic,in_key,0
80919,0.7008193000074243,1,16,non_critical,44,unexpected_syntactic,in_key,0
80919,0.6036281000124291,1,18,non_critical,44,unexpected_syntactic,in_key,0
80919,0.6396696000010706,1,9,non_critical,44,unexpected_syntactic,in_key,0
80919,0.684351300005801,1,11,pre_critical,44,unexpected_syntactic,in_key,0
80919,1.2937163000024157,1,5,critical,44,unexpected_syntactic,in_key,0
80919,0.5367812000040431,1,18,post_critical,44,unexpected_syntactic,in_key,0
80919,0.6907368999964092,1,13,non_critical,44,unexpected_syntactic,in_key,0
80919,0.6769258999993326,1,13,non_critical,3,filler_out_of_key,out_of_key,0
80919,0.5184547999961069,1,9,pre_critical,3,filler_out_of_key,out_of_key,0
80919,0.44744830000854563,1,6,critical,3,filler_out_of_key,out_of_key,0
80919,1.993233599991072,1,16,post_critical,3,filler_out_of_key,out_of_key,0
80919,1.3656673000077717,1,6,non_critical,3,filler_out_of_key,out_of_key,0
80919,0.8424102999997558,1,14,non_critical,46,unexpected_syntactic,in_key,0
80919,0.7934975999960443,1,15,non_critical,46,unexpected_syntactic,in_key,0
80919,2.8271491000050446,1,10,non_critical,46,unexpected_syntactic,in_key,0
80919,0.9534816999948816,1,16,non_critical,46,unexpected_syntactic,in_key,0
80919,0.7329058000032092,1,10,non_critical,46,unexpected_syntactic,in_key,0
80919,1.1329182000044966,1,11,pre_critical,46,unexpected_syntactic,in_key,0
80919,0.7158886999968672,1,7,critical,46,unexpected_syntactic,in_key,0
80919,0.7528599999932339,1,5,post_critical,46,unexpected_syntactic,in_key,0
80919,0.7930564999987837,1,10,non_critical,46,unexpected_syntactic,in_key,0
80919,0.8501621000032173,1,16,non_critical,46,unexpected_syntactic,in_key,0
80919,0.4865583999926457,1,5,post_critical,16,filler,in_key,0
80919,0.5094945000018924,1,13,non_critical,16,filler,in_key,0
80919,0.5302945000003092,1,10,non_critical,16,filler,in_key,0
80919,0.6924801999994088,1,11,non_critical,16,filler,in_key,0
80919,0.6020778999954928,1,14,non_critical,16,filler,in_key,0
80919,4.123198000001139,1,10,non_critical,16,filler,in_key,0
80919,3.276237400001264,1,7,non_critical,23,filler_out_of_key,out_of_key,0
80919,1.1737258000066504,1,20,non_critical,23,filler_out_of_key,out_of_key,0
80919,2.119930100001511,1,15,non_critical,23,filler_out_of_key,out_of_key,0
80919,0.5452744999929564,1,15,non_critical,23,filler_out_of_key,out_of_key,0
80919,1.1946750000061002,1,5,pre_critical,23,filler_out_of_key,out_of_key,0
80919,1.064471500008949,1,8,critical,23,filler_out_of_key,out_of_key,0
80919,1.015468099998543,1,13,post_critical,23,filler_out_of_key,out_of_key,0
80919,1.0415651999937836,1,10,non_critical,23,filler_out_of_key,out_of_key,0
80919,4.744860499995411,1,21,post_critical,13,filler,in_key,0
80919,0.5759450999903493,1,13,non_critical,13,filler,in_key,0
80919,0.6352989000006346,1,10,non_critical,13,filler,in_key,0
80919,0.723197600003914,1,7,non_critical,13,filler,in_key,0
80919,0.8102171999926213,1,17,non_critical,13,filler,in_key,0
80919,0.8947905999957584,1,12,non_critical,13,filler,in_key,0
80919,0.6480311000050278,1,4,non_critical,28,expected_semantic,in_key,0
80919,0.4212742999952752,1,9,non_critical,28,expected_semantic,in_key,0
80919,0.5053882000065641,1,13,non_critical,28,expected_semantic,in_key,0
80919,0.6441393999994034,1,14,non_critical,28,expected_semantic,in_key,0
80919,0.5491249000042444,1,14,pre_critical,28,expected_semantic,in_key,0
80919,0.5322275999933481,1,7,critical,28,expected_semantic,in_key,0
80919,0.5438169999979436,1,5,post_critical,28,expected_semantic,in_key,0
80919,0.5582515999994939,1,13,non_critical,28,expected_semantic,in_key,0
80919,0.4547048999957042,1,9,non_critical,28,expected_semantic,in_key,0
80919,0.3684854000021005,1,4,non_critical,33,unexpected_semantic,in_key,0
80919,0.5009267999994336,1,13,non_critical,33,unexpected_semantic,in_key,0
80919,0.46494669999810867,1,9,non_critical,33,unexpected_semantic,in_key,0
80919,0.5681388999946648,1,10,non_critical,33,unexpected_semantic,in_key,0
80919,0.5323513999901479,1,12,non_critical,33,unexpected_semantic,in_key,0
80919,1.1033778999990318,1,8,pre_critical,33,unexpected_semantic,in_key,0
80919,0.8357238999888068,1,5,critical,33,unexpected_semantic,in_key,0
80919,0.8514970999967773,1,10,post_critical,33,unexpected_semantic,in_key,0
80919,0.5017243000038434,1,6,non_critical,33,unexpected_semantic,in_key,0
80919,0.5199661000078777,1,9,non_critical,33,unexpected_semantic,in_key,0
80919,0.37924689998908434,1,17,post_critical,2,filler,in_key,0
80919,0.7050024999916786,1,22,non_critical,2,filler,in_key,0
80919,0.5762126999907196,1,8,non_critical,2,filler,in_key,0
80919,0.7019198999914806,1,10,non_critical,2,filler,in_key,0
80919,0.9207873999985168,1,22,non_critical,2,filler,in_key,0
80919,0.4042996999924071,1,6,post_critical,18,filler,in_key,0
80919,0.5834087999974145,1,13,non_critical,18,filler,in_key,0
80919,0.5898242999974173,1,9,non_critical,18,filler,in_key,0
80919,0.7682180999981938,1,5,non_critical,18,filler,in_key,0
80919,0.8110308000032092,1,9,non_critical,18,filler,in_key,0
80919,0.8252427999977954,1,12,non_critical,18,filler,in_key,0
80919,0.6431529999972554,1,16,non_critical,18,filler,in_key,0
