participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,music_experience
70023,0.8264046999975108,0,13,post_critical,11,filler,in_key,0
70023,0.7136745000025257,0,7,non_critical,11,filler,in_key,0
70023,0.6743316999927629,0,8,non_critical,11,filler,in_key,0
70023,0.7821974999969825,0,14,non_critical,11,filler,in_key,0
70023,0.6635965000023134,0,5,non_critical,11,filler,in_key,0
70023,0.8326301000051899,0,7,non_critical,11,filler,in_key,0
70023,0.8356812999991234,1,4,non_critical,34,unexpected_semantic,in_key,0
70023,1.0054034999920987,1,16,non_critical,34,unexpected_semantic,in_key,0
70023,0.7173131999879843,1,8,non_critical,34,unexpected_semantic,in_key,0
70023,0.6584213999885833,1,10,non_critical,34,unexpected_semantic,in_key,0
70023,0.7831933999987086,1,7,non_critical,34,unexpected_semantic,in_key,0
70023,0.673083100002259,1,8,pre_critical,34,unexpected_semantic,in_key,0
70023,0.8421000999951502,1,8,critical,34,unexpected_semantic,in_key,0
70023,0.7245240999909583,1,9,post_critical,34,unexpected_semantic,in_key,0
70023,0.8320081999991089,1,5,non_critical,34,unexpected_semantic,in_key,0
70023,0.7137037000065902,1,15,non_critical,34,unexpected_semantic,in_key,0
70023,0.8167977999983123,1,6,post_critical,7,filler,in_key,0
70023,0.7946021999960067,1,11,non_critical,7,filler,in_key,0
70023,0.8212968000007095,1,9,non_critical,7,filler,in_key,0
70023,0.7139273000066169,1,17,non_critical,7,filler,in_key,0
70023,0.6163118999975268,1,14,non_critical,7,filler,in_key,0
70023,0.8190660999971442,1,9,non_critical,7,filler,in_key,0
70023,0.7310670000006212,1,3,post_critical,8,filler,in_key,0
70023,0.6877793000021484,1,14,non_critical,8,filler,in_key,0
70023,0.7525425000058021,1,11,non_critical,8,filler,in_key,0
70023,0.8408885000098962,1,13,non_critical,8,filler,in_key,0
70023,0.7104342999955406,1,10,non_critical,8,filler,in_key,0
70023,0.8410116000013659,1,7,non_critical,8,filler,in_key,0
70023,0.6967330999905244,1,17,non_critical,39,expected_syntactic,in_key,0
70023,0.6775740000011865,1,14,non_critical,39,expected_syntactic,in_key,0
70023,0.7863222999876598,1,21,non_critical,39,expected_syntactic,in_key,0
70023,0.8015997000038624,1,15,non_critical,39,expected_syntactic,in_key,0
70023,0.7975081000040518,1,11,pre_critical,39,expected_syntactic,in_key,0
70023,0.755371200008085,1,7,critical,39,expected_syntactic,in_key,0
70023,0.687699199988856,1,4,post_critical,39,expected_syntactic,in_key,0
70023,0.802758099991479,1,16,non_critical,39,expected_syntactic,in_key,0
70023,1.1025960000115447,1,11,non_critical,39,expected_syntactic,in_key,0
70023,1.2077768000017386,1,14,non_critical,32,unexpected_semantic,in_key,0
70023,0.8309303999994881,1,18,non_critical,32,unexpected_semantic,in_key,0
70023,0.7865631000022404,1,7,non_critical,32,unexpected_semantic,in_key,0
70023,0.7523814000014681,1,12,non_critical,32,unexpected_semantic,in_key,0
70023,0.6907368999964092,1,7,non_critical,32,unexpected_semantic,in_key,0
70023,0.6619993000058457,1,9,pre_critical,32,unexpected_semantic,in_key,0
70023,0.7029590000020107,1,10,critical,32,unexpected_semantic,in_key,0
70023,0.7094785000081174,1,8,post_critical,32,unexpected_semantic,in_key,0
70023,0.9624554000038188,1,10,non_critical,32,unexpected_semantic,in_key,0
70023,0.7502402000100119,1,3,post_critical,22,filler,in_key,0
70023,0.8319710999930976,1,15,non_critical,22,filler,in_key,0
70023,0.7956209999974817,1,10,non_critical,22,filler,in_key,0
70023,0.6257129000005079,1,7,non_critical,22,filler,in_key,0
70023,0.6727779000066221,1,19,non_critical,22,filler,in_key,0
70023,0.6502640999970026,1,14,non_critical,22,filler,in_key,0
70023,0.6082517000031658,1,7,non_critical,22,filler,in_key,0
70023,0.6488458000094397,1,15,non_critical,22,filler,in_key,0
70023,0.7875468999991426,1,4,non_critical,31,unexpected_semantic,in_key,0
70023,0.7929736000078265,1,9,non_critical,31,unexpected_semantic,in_key,0
70023,0.6233954000053927,1,9,non_critical,31,unexpected_semantic,in_key,0
70023,0.6510394000069937,1,10,non_critical,31,unexpected_semantic,in_key,0
70023,0.6503219000005629,1,13,pre_critical,31,unexpected_semantic,in_key,0
70023,1.0535303999931784,1,14,critical,31,unexpected_semantic,in_key,0
70023,0.6287224999978207,1,6,post_critical,31,unexpected_semantic,in_key,0
70023,0.6583418999944115,1,5,non_critical,31,unexpected_semantic,in_key,0
70023,0.7114852999948198,1,7,non_critical,31,unexpected_semantic,in_key,0
