participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,music_experience
77791,1.416067900005146,1,21,post_critical,13,filler,in_key,0
77791,1.3693007999972906,1,13,non_critical,13,filler,in_key,0
77791,0.8579961999930674,1,10,non_critical,13,filler,in_key,0
77791,0.7073352000006707,1,7,non_critical,13,filler,in_key,0
77791,1.1995399999868823,1,17,non_critical,13,filler,in_key,0
77791,0.9620856999972602,1,12,non_critical,13,filler,in_key,0
77791,0.9260607000032905,1,13,non_critical,3,filler_out_of_key,out_of_key,0
77791,0.7910559000010835,1,9,pre_critical,3,filler_out_of_key,out_of_key,0
77791,0.855113400000846,1,6,critical,3,filler_out_of_key,out_of_key,0
77791,1.5884472000034293,1,16,post_critical,3,filler_out_of_key,out_of_key,0
77791,0.9425303000025451,1,6,non_critical,3,filler_out_of_key,out_of_key,0
77791,0.8201069999922765,1,14,non_critical,38,expected_syntactic,in_key,0
77791,0.8080060000065714,1,9,non_critical,38,expected_syntactic,in_key,0
77791,0.8581638000032399,1,15,non_critical,38,expected_syntactic,in_key,0
77791,0.9551341999904253,1,16,non_critical,38,expected_syntactic,in_key,0
77791,0.5835437000059756,1,16,pre_critical,38,expected_syntactic,in_key,0
77791,0.5250661000027321,1,5,critical,38,expected_syntactic,in_key,0
77791,0.6199361000035424,1,7,post_critical,38,expected_syntactic,in_key,0
77791,2.261368499996024,1,9,non_critical,38,expected_syntactic,in_key,0
77791,0.9768724999885308,1,12,non_critical,38,expected_syntactic,in_key,0
77791,0.5456129999947734,1,8,non_critical,10,filler_out_of_key,out_of_key,0
77791,0.4978363999980502,1,5,non_critical,10,filler_out_of_key,out_of_key,0
77791,0.8848839999991469,1,12,pre_critical,10,filler_out_of_key,out_of_key,0
77791,0.6222870000055991,1,8,critical,10,filler_out_of_key,out_of_key,0
77791,0.6936622999928659,1,21,post_critical,10,filler_out_of_key,out_of_key,0
77791,0.666349099992658,1,17,non_critical,10,filler_out_of_key,out_of_key,0
77791,0.5065183999977307,1,6,post_critical,7,filler,in_key,0
77791,0.6303849999967497,1,11,non_critical,7,filler,in_key,0
77791,0.6410083999944618,1,9,non_critical,7,filler,in_key,0
77791,0.7340045000019018,1,17,non_critical,7,filler,in_key,0
77791,0.7039037000067765,1,14,non_critical,7,filler,in_key,0
77791,0.8948640000016894,1,9,non_critical,7,filler,in_key,0
77791,0.7641462999890791,1,4,non_critical,25,unexpected_semantic,in_key,0
77791,0.7961559999966994,1,8,non_critical,25,unexpected_semantic,in_key,0
77791,0.7617630000022473,1,10,non_critical,25,unexpected_semantic,in_key,0
77791,0.8303723999997601,1,10,non_critical,25,unexpected_semantic,in_key,0
77791,0.6133721999940462,1,11,pre_critical,25,unexpected_semantic,in_key,0
77791,0.6017365000006976,1,10,critical,25,unexpected_semantic,in_key,0
77791,0.7474912000034237,1,6,post_critical,25,unexpected_semantic,in_key,0
77791,0.9512265999946976,1,6,non_critical,25,unexpected_semantic,in_key,0
77791,0.8182618999999249,1,9,non_critical,25,unexpected_semantic,in_key,0
77791,0.5835923999984516,1,9,post_critical,14,filler,in_key,0
77791,0.4983451000007335,1,9,non_critical,14,filler,in_key,0
