participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,music_experience
78124,1.1420384000084596,1,7,non_critical,43,expected_syntactic,in_key,4
78124,1.0344934000022477,1,14,non_critical,43,expected_syntactic,in_key,4
78124,1.0095271000027424,1,13,non_critical,43,expected_syntactic,in_key,4
78124,0.9116824999946402,1,13,non_critical,43,expected_syntactic,in_key,4
78124,0.8098820000013802,1,14,pre_critical,43,expected_syntactic,in_key,4
78124,0.7285972999961814,1,5,critical,43,expected_syntactic,in_key,4
78124,0.9030360000033397,1,13,post_critical,43,expected_syntactic,in_key,4
78124,0.6935666000063065,1,4,non_critical,43,expected_syntactic,in_key,4
78124,0.7428826999966986,1,8,non_critical,43,expected_syntactic,in_key,4
78124,0.9026101000054041,1,16,non_critical,43,expected_syntactic,in_key,4
78124,0.8397782999963965,1,11,non_critical,43,expected_syntactic,in_key,4
78124,0.6269929000118282,1,13,post_critical,11,filler,in_key,4
78124,0.6005759999970905,1,7,non_critical,11,filler,in_key,4
78124,0.6287592000007862,1,8,non_critical,11,filler,in_key,4
78124,0.662050700004329,1,14,non_critical,11,filler,in_key,4
78124,0.7167699999990873,1,5,non_critical,11,filler,in_key,4
78124,0.6194110999931581,1,7,non_critical,11,filler,in_key,4
78124,0.7342370999976993,1,22,non_critical,20,filler_out_of_key,out_of_key,4
78124,0.8088761999970302,1,9,non_critical,20,filler_out_of_key,out_of_key,4
78124,0.7636821000050986,1,17,pre_critical,20,filler_out_of_key,out_of_key,4
78124,0.6497262999910163,1,10,critical,20,filler_out_of_key,out_of_key,4
78124,0.6640642999991542,1,11,post_critical,20,filler_out_of_key,out_of_key,4
78124,0.6751260000019101,1,12,non_critical,20,filler_out_of_key,out_of_key,4
78124,0.6903216999926371,1,10,non_critical,20,filler_out_of_key,out_of_key,4
78124,0.6170049999927869,1,6,post_critical,21,filler,in_key,4
78124,0.7168437000073027,1,25,non_critical,21,filler,in_key,4
78124,0.8790704999992158,1,7,non_critical,21,filler,in_key,4
78124,0.7124528999993345,1,12,non_critical,21,filler,in_key,4
78124,0.6630231000017375,1,12,non_critical,21,filler,in_key,4
78124,0.7602280999999493,1,6,non_critical,21,filler,in_key,4
78124,0.772110399993835,1,13,non_critical,21,filler,in_key,4
78124,0.6749032999941846,1,12,non_critical,21,filler,in_key,4
78124,0.6815496000053827,1,13,non_critical,3,filler_out_of_key,out_of_key,4
78124,0.6282389999978477,1,9,pre_critical,3,filler_out_of_key,out_of_key,4
78124,0.6467077999986941,1,6,critical,3,filler_out_of_key,out_of_key,4
78124,0.8019364999927348,1,16,post_critical,3,filler_out_of_key,out_of_key,4
78124,0.7535503999970388,1,6,non_critical,3,filler_out_of_key,out_of_key,4
78124,0.7022777999954997,0,21,post_critical,13,filler,in_key,4
78124,0.6853009000042221,0,13,non_critical,13,filler,in_key,4
78124,0.7271106999978656,0,10,non_critical,13,filler,in_key,4
78124,0.731267499999376,0,7,non_critical,13,filler,in_key,4
78124,0.8375482999981614,0,17,non_critical,13,filler,in_key,4
78124,0.7513926000101492,0,12,non_critical,13,filler,in_key,4
78124,0.6666105000040261,1,3,post_critical,6,filler,in_key,4
78124,0.6898706999927526,1,12,non_critical,6,filler,in_key,4
78124,0.7184094000112964,1,11,non_critical,6,filler,in_key,4
78124,0.6989807999925688,1,13,non_critical,6,filler,in_key,4
78124,0.7039824999956181,1,10,non_critical,6,filler,in_key,4
78124,0.8230366000061622,1,9,non_critical,6,filler,in_key,4
78124,0.5499978000007104,1,6,post_critical,15,filler,in_key,4
78124,0.6649846999935107,1,10,non_critical,15,filler,in_key,4
78124,0.6232683999987785,1,12,non_critical,15,filler,in_key,4
78124,0.648125899999286,1,12,non_critical,15,filler,in_key,4
78124,0.5496162000054028,1,7,non_critical,15,filler,in_key,4
78124,0.6020175000012387,1,19,non_critical,15,filler,in_key,4
78124,0.4559910999960266,1,11,post_critical,5,filler,in_key,4
78124,0.5092609000130324,1,5,non_critical,5,filler,in_key,4
78124,0.689423000003444,1,11,non_critical,5,filler,in_key,4
78124,0.5030899999983376,1,7,non_critical,5,filler,in_key,4
78124,0.5718441999924835,1,10,non_critical,5,filler,in_key,4
78124,0.6257331999950111,1,9,non_critical,5,filler,in_key,4
