participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,Gold_MSI_index
77765,0.6661272998899221,1,4,non_critical,34,unexpected_semantic,out_of_key,92
77765,1.0234110997989774,1,16,non_critical,34,unexpected_semantic,out_of_key,92
77765,0.602847000118345,1,8,non_critical,34,unexpected_semantic,out_of_key,92
77765,1.2144766999408603,1,10,non_critical,34,unexpected_semantic,out_of_key,92
77765,0.8274968999903649,1,7,non_critical,34,unexpected_semantic,out_of_key,92
77765,0.8793157001491636,1,8,pre_critical,34,unexpected_semantic,out_of_key,92
77765,0.7496064000297338,1,8,critical,34,unexpected_semantic,out_of_key,92
77765,0.9224352000746876,1,9,post_critical,34,unexpected_semantic,out_of_key,92
77765,0.5226986999623477,1,5,non_critical,34,unexpected_semantic,out_of_key,92
77765,0.5876366999000311,1,15,non_critical,34,unexpected_semantic,out_of_key,92
77765,0.7259819000028074,0,4,non_critical,26,expected_semantic,out_of_key,92
77765,1.0445423999335617,0,17,non_critical,26,expected_semantic,out_of_key,92
77765,0.8216502000577748,0,13,non_critical,26,expected_semantic,out_of_key,92
77765,1.0054937000386417,0,15,non_critical,26,expected_semantic,out_of_key,92
77765,0.705640000058338,0,8,pre_critical,26,expected_semantic,out_of_key,92
77765,0.9316887999884784,0,14,critical,26,expected_semantic,out_of_key,92
77765,0.7759984999429435,0,5,post_critical,26,expected_semantic,out_of_key,92
77765,0.5182701000012457,0,4,non_critical,26,expected_semantic,out_of_key,92
77765,0.6544409000780433,0,6,non_critical,26,expected_semantic,out_of_key,92
77765,0.9576677000150084,1,11,non_critical,42,unexpected_syntactic,in_key,92
77765,1.7563033001497388,1,18,non_critical,42,unexpected_syntactic,in_key,92
77765,0.704537000041455,1,7,non_critical,42,unexpected_syntactic,in_key,92
77765,0.7849474002141505,1,11,non_critical,42,unexpected_syntactic,in_key,92
77765,0.7845604000613093,1,15,pre_critical,42,unexpected_syntactic,in_key,92
77765,0.746727199992165,1,5,critical,42,unexpected_syntactic,in_key,92
77765,0.685380999930203,1,8,post_critical,42,unexpected_syntactic,in_key,92
77765,0.7424922999925911,1,7,non_critical,42,unexpected_syntactic,in_key,92
77765,0.9327869999688119,1,15,non_critical,42,unexpected_syntactic,in_key,92
77765,0.9830508001614362,1,22,non_critical,20,filler_out_of_key,out_of_key,92
77765,0.5981904999352992,1,9,non_critical,20,filler_out_of_key,out_of_key,92
77765,0.8942041001282632,1,17,pre_critical,20,filler_out_of_key,out_of_key,92
77765,0.542585700051859,1,10,critical,20,filler_out_of_key,out_of_key,92
77765,0.627269399818033,1,11,post_critical,20,filler_out_of_key,out_of_key,92
77765,0.5927953999489546,1,12,non_critical,20,filler_out_of_key,out_of_key,92
77765,0.5327475999947637,1,10,non_critical,20,filler_out_of_key,out_of_key,92
77765,0.6607061999384314,1,11,non_critical,5,filler,in_key,92
77765,0.6705153998918831,1,5,non_critical,5,filler,in_key,92
77765,0.9136741000693291,1,11,non_critical,5,filler,in_key,92
77765,0.5061147001106292,1,7,non_critical,5,filler,in_key,92
77765,0.7406629000324756,1,10,non_critical,5,filler,in_key,92
77765,0.687235499965027,1,9,non_critical,5,filler,in_key,92
77765,0.6121306999120861,0,13,non_critical,11,filler,in_key,92
77765,0.6041005000006407,0,7,non_critical,11,filler,in_key,92
77765,0.5956261998508126,0,8,non_critical,11,filler,in_key,92
77765,0.8897253999020904,0,14,non_critical,11,filler,in_key,92
77765,0.5386844000313431,0,5,non_critical,11,filler,in_key,92
77765,0.8068547998555005,0,7,non_critical,11,filler,in_key,92
77765,0.5034441000316292,1,4,non_critical,35,unexpected_semantic,in_key,92
77765,0.6168172999750823,1,9,non_critical,35,unexpected_semantic,in_key,92
77765,1.1161217000335455,1,9,non_critical,35,unexpected_semantic,in_key,92
77765,0.5289480001665652,1,6,non_critical,35,unexpected_semantic,in_key,92
77765,0.8890826001297683,1,11,non_critical,35,unexpected_semantic,in_key,92
77765,0.8162380000576377,1,13,pre_critical,35,unexpected_semantic,in_key,92
77765,0.869910900015384,1,8,critical,35,unexpected_semantic,in_key,92
77765,0.5292368000373244,1,4,post_critical,35,unexpected_semantic,in_key,92
77765,0.7313661999069154,1,14,non_critical,35,unexpected_semantic,in_key,92
77765,0.49046420003287494,1,8,non_critical,35,unexpected_semantic,in_key,92
77765,0.44295420008711517,1,3,non_critical,35,unexpected_semantic,in_key,92
77765,0.5120647998992354,1,7,non_critical,43,expected_syntactic,out_of_key,92
77765,0.9992607000749558,1,14,non_critical,43,expected_syntactic,out_of_key,92
77765,1.3171375000383705,1,13,non_critical,43,expected_syntactic,out_of_key,92
77765,0.723459699889645,1,13,non_critical,43,expected_syntactic,out_of_key,92
77765,1.0008762998040766,1,14,pre_critical,43,expected_syntactic,out_of_key,92
77765,0.48987679998390377,1,5,critical,43,expected_syntactic,out_of_key,92
77765,0.6542962999083102,1,13,post_critical,43,expected_syntactic,out_of_key,92
77765,0.6239764001220465,1,4,non_critical,43,expected_syntactic,out_of_key,92
77765,0.9018657000269741,1,8,non_critical,43,expected_syntactic,out_of_key,92
77765,0.8026384999975562,1,16,non_critical,43,expected_syntactic,out_of_key,92
77765,0.7146435999311507,1,11,non_critical,43,expected_syntactic,out_of_key,92
77765,0.5617857000324875,1,6,non_critical,21,filler,in_key,92
77765,0.7939617000520229,1,25,non_critical,21,filler,in_key,92
77765,0.7684673999901861,1,7,non_critical,21,filler,in_key,92
77765,1.021368799963966,1,12,non_critical,21,filler,in_key,92
77765,0.761648999992758,1,12,non_critical,21,filler,in_key,92
77765,1.031977300066501,1,6,non_critical,21,filler,in_key,92
77765,0.48340859985910356,1,13,non_critical,21,filler,in_key,92
77765,0.5869185999035835,1,12,non_critical,21,filler,in_key,92
77765,0.976018600165844,1,21,non_critical,13,filler,in_key,92
77765,1.0147416999097914,1,13,non_critical,13,filler,in_key,92
77765,0.6597074000164866,1,10,non_critical,13,filler,in_key,92
77765,0.5649099999573082,1,7,non_critical,13,filler,in_key,92
77765,0.4971557999961078,1,17,non_critical,13,filler,in_key,92
77765,0.818100200034678,1,12,non_critical,13,filler,in_key,92
77765,0.6642218001652509,0,15,non_critical,4,filler,in_key,92
77765,0.6833987000863999,0,16,non_critical,4,filler,in_key,92
77765,0.6323468000628054,0,9,non_critical,4,filler,in_key,92
77765,0.545957800000906,0,8,non_critical,4,filler,in_key,92
77765,0.9044151999987662,0,26,non_critical,4,filler,in_key,92
77765,0.7327233999967575,1,17,non_critical,2,filler,in_key,92
77765,0.8661885000765324,1,22,non_critical,2,filler,in_key,92
77765,1.0429003001190722,1,8,non_critical,2,filler,in_key,92
77765,0.6365410999860615,1,10,non_critical,2,filler,in_key,92
77765,1.2156054999213666,1,22,non_critical,2,filler,in_key,92
77765,0.7728696998674423,1,13,non_critical,3,filler_out_of_key,out_of_key,92
77765,0.6728674999903888,1,9,pre_critical,3,filler_out_of_key,out_of_key,92
77765,0.5722523999866098,1,6,critical,3,filler_out_of_key,out_of_key,92
77765,0.928052700124681,1,16,post_critical,3,filler_out_of_key,out_of_key,92
77765,0.6569534000009298,1,6,non_critical,3,filler_out_of_key,out_of_key,92
77765,0.6835715000052005,1,9,non_critical,14,filler,in_key,92
77765,0.7602119999937713,1,9,non_critical,14,filler,in_key,92
77765,1.0261291000060737,1,16,non_critical,14,filler,in_key,92
77765,0.6613747999072075,1,8,non_critical,14,filler,in_key,92
77765,0.763695300091058,1,11,non_critical,14,filler,in_key,92
77765,0.9445367997977883,1,18,non_critical,14,filler,in_key,92
77765,0.5966165999416262,1,7,non_critical,47,expected_syntactic,in_key,92
77765,1.036567899864167,1,16,non_critical,47,expected_syntactic,in_key,92
77765,0.5857666998635978,1,15,non_critical,47,expected_syntactic,in_key,92
77765,0.6255098998080939,1,10,non_critical,47,expected_syntactic,in_key,92
77765,0.9011157001368701,1,14,non_critical,47,expected_syntactic,in_key,92
77765,0.5338478998746723,1,13,pre_critical,47,expected_syntactic,in_key,92
77765,0.556225199950859,1,7,critical,47,expected_syntactic,in_key,92
77765,0.5362833999097347,1,8,post_critical,47,expected_syntactic,in_key,92
77765,0.5941556999459863,1,12,non_critical,47,expected_syntactic,in_key,92
77765,0.5443216999992728,1,9,non_critical,47,expected_syntactic,in_key,92
77765,0.5745513997972012,1,15,non_critical,47,expected_syntactic,in_key,92
77765,0.5488621999975294,1,4,non_critical,27,expected_semantic,in_key,92
77765,0.6135767998639494,1,9,non_critical,27,expected_semantic,in_key,92
77765,0.7589616999030113,1,10,non_critical,27,expected_semantic,in_key,92
77765,0.8272554001305252,1,16,non_critical,27,expected_semantic,in_key,92
77765,0.7805119999684393,1,17,pre_critical,27,expected_semantic,in_key,92
77765,0.7007566001266241,1,18,critical,27,expected_semantic,in_key,92
77765,0.5897109000943601,1,4,post_critical,27,expected_semantic,in_key,92
77765,0.5713816001079977,1,5,non_critical,27,expected_semantic,in_key,92
77765,0.7198560000397265,1,7,non_critical,27,expected_semantic,in_key,92
77765,0.5858989001717418,1,6,non_critical,7,filler,in_key,92
77765,0.581849800189957,1,11,non_critical,7,filler,in_key,92
77765,0.6618210000451654,1,9,non_critical,7,filler,in_key,92
77765,0.8755928999744356,1,17,non_critical,7,filler,in_key,92
77765,0.5799825000576675,1,14,non_critical,7,filler,in_key,92
77765,0.9061040000524372,1,9,non_critical,7,filler,in_key,92
77765,0.5096707998309284,1,4,non_critical,29,expected_semantic,in_key,92
77765,0.6686567000579089,1,9,non_critical,29,expected_semantic,in_key,92
77765,0.5593436001800001,1,7,non_critical,29,expected_semantic,in_key,92
77765,0.7712341002188623,1,21,non_critical,29,expected_semantic,in_key,92
77765,0.6337983999401331,1,13,pre_critical,29,expected_semantic,in_key,92
77765,0.5933893001638353,1,11,critical,29,expected_semantic,in_key,92
77765,0.736815300071612,1,14,post_critical,29,expected_semantic,in_key,92
77765,0.5031608999706805,1,7,non_critical,29,expected_semantic,in_key,92
77765,0.6443874000106007,1,11,non_critical,29,expected_semantic,in_key,92
77765,0.6559766998980194,1,11,non_critical,44,expected_syntactic,in_key,92
77765,0.503248100169003,1,13,non_critical,44,expected_syntactic,in_key,92
77765,0.5798516999930143,1,16,non_critical,44,expected_syntactic,in_key,92
77765,0.943932400085032,1,18,non_critical,44,expected_syntactic,in_key,92
77765,0.5624415001366287,1,14,non_critical,44,expected_syntactic,in_key,92
77765,0.528518000151962,1,11,pre_critical,44,expected_syntactic,in_key,92
77765,0.49533089995384216,1,5,critical,44,expected_syntactic,in_key,92
77765,0.7797250000294298,1,18,post_critical,44,expected_syntactic,in_key,92
77765,0.8377912000287324,1,13,non_critical,44,expected_syntactic,in_key,92
77765,1.1904324998613447,1,21,non_critical,9,filler,in_key,92
77765,0.669682500185445,1,8,non_critical,9,filler,in_key,92
77765,0.831705000018701,1,6,non_critical,9,filler,in_key,92
77765,0.8951989999040961,1,17,non_critical,9,filler,in_key,92
77765,0.4835846000351012,1,9,non_critical,9,filler,in_key,92
77765,0.6471218001097441,1,10,non_critical,9,filler,in_key,92
77765,0.4874550001695752,1,4,non_critical,25,expected_semantic,out_of_key,92
77765,0.7341332000214607,1,8,non_critical,25,expected_semantic,out_of_key,92
77765,0.9292379999533296,1,10,non_critical,25,expected_semantic,out_of_key,92
77765,0.7793130001518875,1,16,non_critical,25,expected_semantic,out_of_key,92
77765,0.6094762999564409,1,11,pre_critical,25,expected_semantic,out_of_key,92
77765,0.5912713001016527,1,10,critical,25,expected_semantic,out_of_key,92
77765,0.676689499989152,1,6,post_critical,25,expected_semantic,out_of_key,92
77765,0.46370520000346005,1,6,non_critical,25,expected_semantic,out_of_key,92
77765,0.6687624999321997,1,9,non_critical,25,expected_semantic,out_of_key,92
77765,0.5452570000197738,1,6,non_critical,17,filler,in_key,92
77765,0.5314158999826759,1,9,non_critical,17,filler,in_key,92
77765,0.5719258000608534,1,8,non_critical,17,filler,in_key,92
77765,0.594270900124684,1,11,non_critical,17,filler,in_key,92
77765,0.6322466998826712,1,9,non_critical,17,filler,in_key,92
77765,0.48336829990148544,1,8,non_critical,17,filler,in_key,92
77765,0.8645609999075532,1,16,non_critical,17,filler,in_key,92
77765,0.5267929001711309,1,3,non_critical,8,filler,in_key,92
77765,0.7270509998779744,1,14,non_critical,8,filler,in_key,92
77765,0.517871499992907,1,11,non_critical,8,filler,in_key,92
77765,0.6985557998996228,1,13,non_critical,8,filler,in_key,92
77765,0.5954513000324368,1,10,non_critical,8,filler,in_key,92
77765,0.8571912001352757,1,7,non_critical,8,filler,in_key,92
77765,0.5380206000991166,1,6,non_critical,41,unexpected_syntactic,in_key,92
77765,0.5390389000531286,1,12,non_critical,41,unexpected_syntactic,in_key,92
77765,0.6272578998468816,1,14,non_critical,41,unexpected_syntactic,in_key,92
77765,0.5807119000237435,1,9,non_critical,41,unexpected_syntactic,in_key,92
77765,0.4551171001512557,1,15,pre_critical,41,unexpected_syntactic,in_key,92
77765,1.5904334001243114,1,5,critical,41,unexpected_syntactic,in_key,92
77765,0.5875134998932481,1,8,post_critical,41,unexpected_syntactic,in_key,92
77765,0.5884300000034273,1,11,non_critical,41,unexpected_syntactic,in_key,92
77765,0.6534647999797016,1,13,non_critical,41,unexpected_syntactic,in_key,92
