participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,Gold_MSI_index
66055,1.635028599994257,1,14,non_critical,32,expected_semantic,in_key,68
66055,1.1646225000731647,1,18,non_critical,32,expected_semantic,in_key,68
66055,0.9569226999301463,1,7,non_critical,32,expected_semantic,in_key,68
66055,1.458931399974972,1,19,non_critical,32,expected_semantic,in_key,68
66055,0.6325530000030994,1,7,non_critical,32,expected_semantic,in_key,68
66055,0.9655274001415819,1,9,pre_critical,32,expected_semantic,in_key,68
66055,0.8077711998485029,1,10,critical,32,expected_semantic,in_key,68
66055,1.0178951998241246,1,8,post_critical,32,expected_semantic,in_key,68
66055,1.445374800125137,1,10,non_critical,32,expected_semantic,in_key,68
66055,1.982726200018078,1,9,non_critical,14,filler,in_key,68
66055,1.0347500999923795,1,9,non_critical,14,filler,in_key,68
66055,1.3943310000468045,1,16,non_critical,14,filler,in_key,68
66055,0.8984204998705536,1,8,non_critical,14,filler,in_key,68
66055,1.249431800097227,1,11,non_critical,14,filler,in_key,68
66055,1.939818900078535,1,18,non_critical,14,filler,in_key,68
66055,0.9852589999791235,1,4,non_critical,35,expected_semantic,out_of_key,68
66055,1.0234938999637961,1,9,non_critical,35,expected_semantic,out_of_key,68
66055,1.0350732000079006,1,9,non_critical,35,expected_semantic,out_of_key,68
66055,1.102127900114283,1,6,non_critical,35,expected_semantic,out_of_key,68
66055,2.033146800007671,1,16,non_critical,35,expected_semantic,out_of_key,68
66055,0.8926382998470217,1,13,pre_critical,35,expected_semantic,out_of_key,68
66055,1.2035847001243383,1,8,critical,35,expected_semantic,out_of_key,68
66055,1.7752994000911713,1,4,post_critical,35,expected_semantic,out_of_key,68
66055,0.8633292000740767,1,14,non_critical,35,expected_semantic,out_of_key,68
66055,1.0403223000466824,1,8,non_critical,35,expected_semantic,out_of_key,68
66055,0.8662976999767125,1,3,non_critical,35,expected_semantic,out_of_key,68
66055,0.7881448999978602,1,7,non_critical,1,filler,in_key,68
66055,0.792183700017631,1,11,non_critical,1,filler,in_key,68
66055,1.1945857999380678,1,21,non_critical,1,filler,in_key,68
66055,0.6520789999049157,1,7,non_critical,1,filler,in_key,68
66055,1.5088957000989467,1,11,non_critical,1,filler,in_key,68
66055,0.9791761001106352,1,9,non_critical,37,unexpected_syntactic,in_key,68
66055,1.1296529001556337,1,10,non_critical,37,unexpected_syntactic,in_key,68
66055,1.7144027999602258,1,15,non_critical,37,unexpected_syntactic,in_key,68
66055,0.9724088998045772,1,12,non_critical,37,unexpected_syntactic,in_key,68
66055,1.1569238998927176,1,12,pre_critical,37,unexpected_syntactic,in_key,68
66055,0.853406400186941,1,7,critical,37,unexpected_syntactic,in_key,68
66055,0.8123341999016702,1,9,post_critical,37,unexpected_syntactic,in_key,68
66055,0.6929196000564843,1,7,non_critical,37,unexpected_syntactic,in_key,68
66055,0.9430575000587851,1,13,non_critical,37,unexpected_syntactic,in_key,68
66055,1.0018817998934537,0,21,non_critical,13,filler,in_key,68
66055,1.120460200123489,0,13,non_critical,13,filler,in_key,68
66055,0.9415919999592006,0,10,non_critical,13,filler,in_key,68
66055,1.4801795999519527,0,7,non_critical,13,filler,in_key,68
66055,1.0611880999058485,0,17,non_critical,13,filler,in_key,68
66055,1.1366537001449615,0,12,non_critical,13,filler,in_key,68
66055,0.7732265999075025,1,4,non_critical,31,expected_semantic,out_of_key,68
66055,0.991280399961397,1,9,non_critical,31,expected_semantic,out_of_key,68
66055,2.019138300092891,1,9,non_critical,31,expected_semantic,out_of_key,68
66055,1.5270124999806285,1,17,non_critical,31,expected_semantic,out_of_key,68
66055,1.2235198998823762,1,13,pre_critical,31,expected_semantic,out_of_key,68
66055,1.4927060999907553,1,14,critical,31,expected_semantic,out_of_key,68
66055,1.4956936999224126,1,6,post_critical,31,expected_semantic,out_of_key,68
66055,1.5426150998100638,1,5,non_critical,31,expected_semantic,out_of_key,68
66055,0.7573707001283765,1,7,non_critical,31,expected_semantic,out_of_key,68
66055,0.7838169999886304,1,8,non_critical,31,expected_semantic,out_of_key,68
66055,1.1028715998400003,1,6,non_critical,31,expected_semantic,out_of_key,68
66055,0.9200134000275284,1,4,non_critical,28,unexpected_semantic,in_key,68
66055,0.8445172000210732,1,9,non_critical,28,unexpected_semantic,in_key,68
66055,0.7936118999496102,1,13,non_critical,28,unexpected_semantic,in_key,68
66055,0.8258634998928756,1,9,non_critical,28,unexpected_semantic,in_key,68
66055,0.8534943999256939,1,14,pre_critical,28,unexpected_semantic,in_key,68
66055,0.667052100179717,1,7,critical,28,unexpected_semantic,in_key,68
66055,0.6695355998817831,1,5,post_critical,28,unexpected_semantic,in_key,68
66055,0.8293837001547217,1,13,non_critical,28,unexpected_semantic,in_key,68
66055,1.0623031998984516,1,9,non_critical,28,unexpected_semantic,in_key,68
66055,0.69672070001252,1,3,non_critical,22,filler,in_key,68
66055,0.8083911000285298,1,15,non_critical,22,filler,in_key,68
66055,0.8543539000675082,1,10,non_critical,22,filler,in_key,68
66055,0.9351311998907477,1,7,non_critical,22,filler,in_key,68
66055,1.3200503999833018,1,19,non_critical,22,filler,in_key,68
66055,0.9042996999341995,1,14,non_critical,22,filler,in_key,68
66055,1.317261500051245,1,7,non_critical,22,filler,in_key,68
66055,1.0616727999877185,1,15,non_critical,22,filler,in_key,68
66055,0.6599475000984967,1,7,non_critical,23,filler_out_of_key,out_of_key,68
66055,1.051410400075838,1,20,non_critical,23,filler_out_of_key,out_of_key,68
66055,0.9752577000763267,1,15,non_critical,23,filler_out_of_key,out_of_key,68
66055,1.1463093000929803,1,15,non_critical,23,filler_out_of_key,out_of_key,68
66055,0.5496531999669969,1,5,pre_critical,23,filler_out_of_key,out_of_key,68
66055,0.7054719999432564,1,8,critical,23,filler_out_of_key,out_of_key,68
66055,0.8600759000983089,1,13,post_critical,23,filler_out_of_key,out_of_key,68
66055,0.955046100076288,1,10,non_critical,23,filler_out_of_key,out_of_key,68
66055,0.7499885000288486,1,6,non_critical,41,unexpected_syntactic,in_key,68
66055,0.7622332000173628,1,12,non_critical,41,unexpected_syntactic,in_key,68
66055,1.2363048000261188,1,14,non_critical,41,unexpected_syntactic,in_key,68
66055,0.7138292999006808,1,9,non_critical,41,unexpected_syntactic,in_key,68
66055,1.0084967999719083,1,15,pre_critical,41,unexpected_syntactic,in_key,68
66055,1.111906399950385,1,5,critical,41,unexpected_syntactic,in_key,68
66055,0.8747487000655383,1,8,post_critical,41,unexpected_syntactic,in_key,68
66055,0.7684721001423895,1,11,non_critical,41,unexpected_syntactic,in_key,68
66055,0.905989299993962,1,13,non_critical,41,unexpected_syntactic,in_key,68
66055,0.7713170000351965,1,4,non_critical,30,unexpected_semantic,in_key,68
66055,0.7796418000943959,1,9,non_critical,30,unexpected_semantic,in_key,68
66055,0.7477889999281615,1,9,non_critical,30,unexpected_semantic,in_key,68
66055,0.9540756999049336,1,10,non_critical,30,unexpected_semantic,in_key,68
66055,0.9682843000628054,1,17,pre_critical,30,unexpected_semantic,in_key,68
66055,0.7562321999575943,1,5,critical,30,unexpected_semantic,in_key,68
66055,0.735094300005585,1,7,post_critical,30,unexpected_semantic,in_key,68
66055,0.7888899999670684,1,5,non_critical,30,unexpected_semantic,in_key,68
66055,0.9831845001317561,1,6,non_critical,30,unexpected_semantic,in_key,68
66055,1.501129399985075,1,15,non_critical,4,filler,in_key,68
66055,1.1333574999589473,1,16,non_critical,4,filler,in_key,68
66055,0.8699459999334067,1,9,non_critical,4,filler,in_key,68
66055,0.8327126000076532,1,8,non_critical,4,filler,in_key,68
66055,2.0467159999534488,1,26,non_critical,4,filler,in_key,68
66055,1.130790000082925,1,6,non_critical,7,filler,in_key,68
66055,1.3153438000008464,1,11,non_critical,7,filler,in_key,68
66055,1.0598416000138968,1,9,non_critical,7,filler,in_key,68
66055,1.3716217000037432,1,17,non_critical,7,filler,in_key,68
66055,1.338953600032255,1,14,non_critical,7,filler,in_key,68
66055,0.9238789000082761,1,9,non_critical,7,filler,in_key,68
66055,0.8855844000354409,1,12,non_critical,19,filler,in_key,68
66055,1.1800911000464112,1,5,non_critical,19,filler,in_key,68
66055,0.8528921999968588,1,9,non_critical,19,filler,in_key,68
66055,0.8336054000537843,1,6,non_critical,19,filler,in_key,68
66055,0.8313682998996228,1,10,non_critical,19,filler,in_key,68
66055,1.190480099990964,1,5,non_critical,19,filler,in_key,68
66055,1.4368185999337584,1,17,non_critical,19,filler,in_key,68
66055,1.002509000012651,1,22,non_critical,20,filler_out_of_key,out_of_key,68
66055,0.7163104999344796,1,9,non_critical,20,filler_out_of_key,out_of_key,68
66055,1.4051846999209374,1,17,pre_critical,20,filler_out_of_key,out_of_key,68
66055,0.8412441001273692,1,10,critical,20,filler_out_of_key,out_of_key,68
66055,1.1566687000449747,1,11,post_critical,20,filler_out_of_key,out_of_key,68
66055,0.8364882001187652,1,12,non_critical,20,filler_out_of_key,out_of_key,68
66055,0.9861319998744875,1,10,non_critical,20,filler_out_of_key,out_of_key,68
66055,1.4331112999934703,1,17,non_critical,39,unexpected_syntactic,out_of_key,68
66055,0.7763553999830037,1,14,non_critical,39,unexpected_syntactic,out_of_key,68
66055,1.5326736001297832,1,21,non_critical,39,unexpected_syntactic,out_of_key,68
66055,0.8829133999533951,1,10,non_critical,39,unexpected_syntactic,out_of_key,68
66055,1.2262259998824447,1,11,pre_critical,39,unexpected_syntactic,out_of_key,68
66055,0.9679203000850976,1,7,critical,39,unexpected_syntactic,out_of_key,68
66055,0.7839907000306994,1,4,post_critical,39,unexpected_syntactic,out_of_key,68
66055,0.859813200077042,1,16,non_critical,39,unexpected_syntactic,out_of_key,68
66055,0.7511397001799196,1,11,non_critical,39,unexpected_syntactic,out_of_key,68
66055,0.9735178002156317,1,13,non_critical,3,filler_out_of_key,out_of_key,68
66055,0.7405303998384625,1,9,pre_critical,3,filler_out_of_key,out_of_key,68
66055,0.9238181998953223,1,6,critical,3,filler_out_of_key,out_of_key,68
66055,1.4484651999082416,1,16,post_critical,3,filler_out_of_key,out_of_key,68
66055,1.2341797000262886,1,6,non_critical,3,filler_out_of_key,out_of_key,68
66055,0.8509260001592338,1,6,non_critical,15,filler,in_key,68
66055,0.9559143001679331,1,10,non_critical,15,filler,in_key,68
66055,0.8207427999004722,1,12,non_critical,15,filler,in_key,68
66055,1.0364187001250684,1,12,non_critical,15,filler,in_key,68
66055,0.9178171998355538,1,7,non_critical,15,filler,in_key,68
66055,0.9726464999839664,1,19,non_critical,15,filler,in_key,68
66055,0.7104562998283654,1,7,non_critical,47,expected_syntactic,in_key,68
66055,0.9552517000120133,1,16,non_critical,47,expected_syntactic,in_key,68
66055,0.767210999969393,1,15,non_critical,47,expected_syntactic,in_key,68
66055,0.8635650998912752,1,10,non_critical,47,expected_syntactic,in_key,68
66055,1.371151400031522,1,14,non_critical,47,expected_syntactic,in_key,68
66055,0.7950850001070648,1,13,pre_critical,47,expected_syntactic,in_key,68
66055,0.9128084999974817,1,7,critical,47,expected_syntactic,in_key,68
66055,0.9617228000424802,1,8,post_critical,47,expected_syntactic,in_key,68
66055,0.8376289999578148,1,12,non_critical,47,expected_syntactic,in_key,68
66055,0.9096572999842465,1,9,non_critical,47,expected_syntactic,in_key,68
66055,0.8862250000238419,1,15,non_critical,47,expected_syntactic,in_key,68
66055,0.7761450000107288,0,13,non_critical,11,filler,in_key,68
66055,0.7502101000864059,0,7,non_critical,11,filler,in_key,68
66055,0.9542196001857519,0,8,non_critical,11,filler,in_key,68
66055,0.7386407998856157,0,14,non_critical,11,filler,in_key,68
66055,0.6688974997960031,0,5,non_critical,11,filler,in_key,68
66055,0.7840541999321431,0,7,non_critical,11,filler,in_key,68
66055,0.7748980999458581,0,14,non_critical,38,unexpected_syntactic,out_of_key,68
66055,0.8841606001369655,0,9,non_critical,38,unexpected_syntactic,out_of_key,68
66055,1.7170899000484496,0,15,non_critical,38,unexpected_syntactic,out_of_key,68
66055,0.7159862001426518,0,11,non_critical,38,unexpected_syntactic,out_of_key,68
66055,1.088913599960506,0,16,pre_critical,38,unexpected_syntactic,out_of_key,68
66055,0.9771762997843325,0,5,critical,38,unexpected_syntactic,out_of_key,68
66055,0.8138281998690218,0,7,post_critical,38,unexpected_syntactic,out_of_key,68
