participant_id,reading_time,correct,characters,segment_category,sentence_number,sentence_type,music_condition,music_experience
79322,1.097958699974697,1,4,non_critical,30,unexpected_semantic,in_key,0
79322,1.061005700030364,1,9,non_critical,30,unexpected_semantic,in_key,0
79322,1.0858947000233456,1,9,non_critical,30,unexpected_semantic,in_key,0
79322,1.0800413999822922,1,10,non_critical,30,unexpected_semantic,in_key,0
79322,1.1118008000194095,1,17,pre_critical,30,unexpected_semantic,in_key,0
79322,1.1165567999705672,1,5,critical,30,unexpected_semantic,in_key,0
79322,1.4251306999940425,1,7,post_critical,30,unexpected_semantic,in_key,0
79322,0.9078522999770939,1,5,non_critical,30,unexpected_semantic,in_key,0
79322,1.0111565999686718,1,6,non_critical,30,unexpected_semantic,in_key,0
79322,0.9776332000037655,1,6,post_critical,17,filler,in_key,0
79322,1.3212180999689735,1,9,non_critical,17,filler,in_key,0
79322,1.001890299958177,1,8,non_critical,17,filler,in_key,0
79322,1.1715249000117183,1,11,non_critical,17,filler,in_key,0
79322,1.083059799973853,1,9,non_critical,17,filler,in_key,0
79322,1.1749316999921575,1,8,non_critical,17,filler,in_key,0
79322,1.4203629000112414,1,16,non_critical,17,filler,in_key,0
79322,0.9773050000076182,1,3,post_critical,6,filler,in_key,0
79322,1.0135696000070311,1,12,non_critical,6,filler,in_key,0
79322,1.2936288000200875,1,11,non_critical,6,filler,in_key,0
79322,1.0274121999973431,1,13,non_critical,6,filler,in_key,0
79322,1.4842906999983825,1,10,non_critical,6,filler,in_key,0
79322,0.9565712999901734,1,9,non_critical,6,filler,in_key,0
79322,0.778804500005208,1,6,post_critical,21,filler,in_key,0
79322,1.0057068000314757,1,25,non_critical,21,filler,in_key,0
79322,1.0480374000035226,1,7,non_critical,21,filler,in_key,0
79322,1.170998800022062,1,12,non_critical,21,filler,in_key,0
79322,1.7183544000145048,1,12,non_critical,21,filler,in_key,0
79322,0.8762340999674052,1,6,non_critical,21,filler,in_key,0
79322,0.9549422999843955,1,13,non_critical,21,filler,in_key,0
79322,0.6956654000096023,1,12,non_critical,21,filler,in_key,0
79322,0.9742993999971077,1,6,post_critical,18,filler,in_key,0
79322,1.0980646999669261,1,13,non_critical,18,filler,in_key,0
79322,0.9207085000234656,1,9,non_critical,18,filler,in_key,0
79322,0.9455084000364877,1,5,non_critical,18,filler,in_key,0
79322,0.8630574000417255,1,9,non_critical,18,filler,in_key,0
79322,0.8488758999737911,1,12,non_critical,18,filler,in_key,0
79322,0.7403191999765113,1,16,non_critical,18,filler,in_key,0
79322,1.134752899990417,1,21,post_critical,9,filler,in_key,0
79322,1.619281699997373,1,8,non_critical,9,filler,in_key,0
79322,1.2684931000112556,1,6,non_critical,9,filler,in_key,0
79322,1.0001843000063673,1,17,non_critical,9,filler,in_key,0
79322,0.9240398000110872,1,9,non_critical,9,filler,in_key,0
79322,0.8165649999864399,1,10,non_critical,9,filler,in_key,0
79322,0.8245229999884032,1,4,non_critical,36,expected_semantic,in_key,0
79322,0.7636407000245526,1,8,non_critical,36,expected_semantic,in_key,0
79322,0.8063528999919072,1,9,non_critical,36,expected_semantic,in_key,0
79322,0.8528450999874622,1,11,non_critical,36,expected_semantic,in_key,0
79322,1.6789556000148878,1,18,non_critical,36,expected_semantic,in_key,0
79322,0.7203527999809012,1,4,non_critical,36,expected_semantic,in_key,0
79322,0.7708375999936834,1,10,pre_critical,36,expected_semantic,in_key,0
79322,0.9405432000057772,1,12,critical,36,expected_semantic,in_key,0
79322,0.9043059999821708,1,6,post_critical,36,expected_semantic,in_key,0
79322,0.8699417000170797,1,9,non_critical,36,expected_semantic,in_key,0
79322,0.93821619998198,1,6,post_critical,24,filler,in_key,0
79322,0.9743306000018492,1,11,non_critical,24,filler,in_key,0
79322,1.2743031000136398,1,15,non_critical,24,filler,in_key,0
79322,1.0409951000474393,1,10,non_critical,24,filler,in_key,0
79322,1.0389686000416987,1,6,non_critical,24,filler,in_key,0
79322,0.9897401999915019,1,10,non_critical,24,filler,in_key,0
79322,0.9178445000434294,1,9,non_critical,24,filler,in_key,0
79322,0.8048244999954477,1,11,non_critical,24,filler,in_key,0
79322,1.0023948000161909,1,6,post_critical,7,filler,in_key,0
79322,1.10998720000498,1,11,non_critical,7,filler,in_key,0
79322,0.9667609999887645,1,9,non_critical,7,filler,in_key,0
79322,0.9851940000080504,1,17,non_critical,7,filler,in_key,0
79322,0.9772470999741927,1,14,non_critical,7,filler,in_key,0
79322,1.2529684000182897,1,9,non_critical,7,filler,in_key,0
79322,0.9406023999908939,1,7,non_critical,43,expected_syntactic,in_key,0
79322,0.9232830000109971,1,14,non_critical,43,expected_syntactic,in_key,0
79322,0.9280501999892294,1,13,non_critical,43,expected_syntactic,in_key,0
79322,1.2099320000270382,1,13,non_critical,43,expected_syntactic,in_key,0
79322,0.8259712000144646,1,14,pre_critical,43,expected_syntactic,in_key,0
79322,0.7367071000044234,1,5,critical,43,expected_syntactic,in_key,0
79322,0.7547344999620691,1,13,post_critical,43,expected_syntactic,in_key,0
79322,0.6983764000469819,1,4,non_critical,43,expected_syntactic,in_key,0
79322,1.0369271999807097,1,8,non_critical,43,expected_syntactic,in_key,0
79322,0.8624628999968991,1,16,non_critical,43,expected_syntactic,in_key,0
79322,0.6940107000409625,1,11,non_critical,43,expected_syntactic,in_key,0
79322,0.9234027999918908,1,7,non_critical,23,filler_out_of_key,out_of_key,0
79322,0.9498278999817558,1,20,non_critical,23,filler_out_of_key,out_of_key,0
79322,1.108693200047128,1,15,non_critical,23,filler_out_of_key,out_of_key,0
79322,1.2029594000196084,1,15,non_critical,23,filler_out_of_key,out_of_key,0
79322,0.9990301000070758,1,5,pre_critical,23,filler_out_of_key,out_of_key,0
79322,1.1827335999696516,1,8,critical,23,filler_out_of_key,out_of_key,0
79322,1.0923234000219963,1,13,post_critical,23,filler_out_of_key,out_of_key,0
79322,1.3084193000104278,1,10,non_critical,23,filler_out_of_key,out_of_key,0
79322,0.9621048999833874,1,6,non_critical,45,expected_syntactic,in_key,0
79322,1.1023355000070296,1,16,non_critical,45,expected_syntactic,in_key,0
79322,1.0069691999815404,1,13,non_critical,45,expected_syntactic,in_key,0
79322,0.8224269999773242,1,15,non_critical,45,expected_syntactic,in_key,0
79322,0.9284790999954566,1,12,non_critical,45,expected_syntactic,in_key,0
79322,1.050685699970927,1,22,pre_critical,45,expected_syntactic,in_key,0
79322,1.0459163999767043,1,5,critical,45,expected_syntactic,in_key,0
